"id","license","address","city","county","state","structure","structure_type","latitude","longitude"
20428,"AT&T","MILE MARKER 181 RICHARDSON HIGHWAY  (94023)","GLENNALLEN","VALDEZ-CORDOVA","AK",95.1,"LTOWER",62.9679166667,-145.469611111
20429,"AT&T","JUNEAU CREEK ROAD (93991)","Kenai","KENAI PENINSULA","AK",25,"LTOWER",60.4937777778,-149.868416667
20430,"AT&T","MILE 025 ENGSTROM ROAD (94017)","PALMER","MATANUSKA-SUSITNA","AK",61.3,"LTOWER",61.62,-149.256111111
20431,"AT&T","MILE 12 TOK CUTOFF  (93983)","GLENNALLEN","VALDEZ-CORDOVA","AK",97.2,"LTOWER",62.41225,-145.109083333
20432,"AT&T","MILE POST 8.4 LAKE LOUISE ROAD  (94009)","GLENNALLEN","VALDEZ-CORDOVA","AK",59.1,"LTOWER",62.1626944444,-146.500638889
20433,"AT&T","MI 12 Hatcher Pass Road  (94051)","Willow","MATANUSKA-SUSITNA","AK",31.7,"MTOWER",61.7715,-149.754416667
20434,"AT&T","61950 Skyline Drive (94000)","Homer","KENAI PENINSULA","AK",29.3,"MTOWER",59.6710555556,-151.50875
20435,"AT&T","52618 OLE EAST END RD (97847)","Homer","KENAI PENINSULA","AK",35,"LTOWER",59.7431388889,-151.251138889
20436,"AT&T","3413 Levan Avenue (93997)","Wasilla","MATANUSKA-SUSITNA","AK",35.1,"MTOWER",61.5525277778,-149.535555556
20491,"AT&T","MILE POST 36.5 SEWARD HWY (106240)","MOOSE PASS","KENAI PENINSULA","AK",18.9,"LTOWER",60.5325833333,-149.534444444
20490,"AT&T","17205 BISHOP STREET (112130)","Ninilchik","KENAI PENINSULA","AK",38.4,"MTOWER",60.023,-151.589861111
20489,"AT&T","SE 1/4 S30, T08S, R06W, CRM (101364)","Valdez","VALDEZ-CORDOVA","AK",11.6,"MTOWER",61.14025,-146.3635
20488,"AT&T","18392 N GLENN HWY (101369)","SUTTON","MATANUSKA-SUSITNA","AK",36.6,"LTOWER",61.7191111111,-148.838388889
20487,"AT&T","22302 West Johnny Parks Drive (110443)","WASILLA","MATANUSKA-SUSITNA","AK",121.9,"LTOWER",61.4316944444,-149.997944444
10143,"AT&T","631 BOZEMAN ROAD   (60366)","Sulligent","LAMAR","AL",90.8,"LTOWER",33.8421111111,-88.1759166667
38241,"AT&T","15307 COUNTY ROAD 400 (36758)","HILLSBORO","LAWRENCE","AL",80.8,"GTOWER",34.6571944444,-87.1585277778
38242,"AT&T","1500 County Rd 45 (122350)","Waterloo","LAUDERDALE","AL",94.4,"LTOWER",34.9249444444,-88.08125
38243,"AT&T","2601 COUNTY ROAD 51 (83332)","Anderson","LAUDERDALE","AL",78.9,"LTOWER",34.9229722222,-87.2569444444
38244,"AT&T","9790 HIGHWAY 157 (85353)","Florence","LAUDERDALE","AL",77.7,"LTOWER",34.9212777778,-87.7553333333
38245,"AT&T","408 COUNTY ROAD 364 (79089)","KILLEN","LAUDERDALE","AL",63.1,"LTOWER",34.9307222222,-87.5361111111
8193,"Verizon","1958 COUNTRY ROAD I66","FORT PAYNE","DEKALB","AL",106.3,"TOWER",34.4801666667,-85.6629444444
8194,"Verizon","JACKSON CTY RT 88","PISGAH","JACKSON","AL",106.3,"TOWER",34.6925,-85.9008333333
8195,"Verizon","RT. 3","Collinsville","DEKALB","AL",58.9,"TOWER",34.3561944444,-85.8857777778
8196,"Verizon","Route 2 Box 58","Woodville","JACKSON","AL",49,"TOWER",34.6993888889,-86.2501388889
38246,"AT&T","8180 OLD HIGHWAY 20 (66727)","LEIGHTON","COLBERT","AL",81.4,"GTOWER",34.6922777778,-87.5173888889
38247,"AT&T","251 GOARDSVILLE ROAD (8334)","Lexington","LAUDERDALE","AL",79.2,"LTOWER",34.9740277778,-87.3615555556
38248,"AT&T","15 MISTY MOUNTAIN ROAD (79090)","TUSCUMBIA","COLBERT","AL",60.4,"LTOWER",34.6313888889,-87.6522222222
38249,"AT&T","140 Highway 247 (86202)","RUSSELLVILLE","COLBERT","AL",103.6,"GTOWER",34.5763611111,-87.9559166667
38250,"AT&T","919 Hwy 72 (66734)","CHEROKEE","COLBERT","AL",65.5,"LTOWER",34.7618611111,-88.1008333333
8198,"Verizon","RT 2 WYETH MOUNTAIN RD","Guntersville","MARSHALL","AL",59.1,"TOWER",34.3358333333,-86.2838888889
8201,"Verizon","(Gurley) 128 COUNTY ROAD 240","GURLEY","JACKSON","AL",59,"LTOWER",34.6676944444,-86.3418055556
15886,"AT&T","KL Court","DOTHAN","HOUSTON","AL",80.5,"GTOWER",31.1009722222,-85.3491944444
15888,"AT&T","944 County Road 101","Gordon","HOUSTON","AL",48.2,"LTOWER",31.1244722222,-85.1043055556
15889,"AT&T","4106 County Road 11","ARITON","DALE","AL",82.3,"LTOWER",31.5494444444,-85.7173333333
15890,"AT&T","203 North County Road 67","Midland City","DALE","AL",58.5,"LTOWER",31.4805,-85.4662222222
15891,"AT&T","689 North State Highway 123","Newton","HOUSTON","AL",93.9,"GTOWER",31.2521944444,-85.6260277778
15892,"AT&T","1318 Mills Austin Road","Daleville","DALE","AL",72.8,"LTOWER",31.2332777778,-85.7146666667
15893,"AT&T","187 Industrial Park Blvd.","Columbia","HOUSTON","AL",103.6,"GTOWER",31.3010833333,-85.1058055556
15894,"AT&T","2133 County Road 60","Skipperville","DALE","AL",78.9,"GTOWER",31.5558333333,-85.5584444444
13491,"AT&T","6338 County Road 65  (130903)","Roanoke","RANDOLPH","AL",94.5,"LTOWER",33.2154444444,-85.4106666667
13490,"AT&T","47736 Highway 22  (130609)","Wadley","RANDOLPH","AL",96.3,"GTOWER",33.1133888889,-85.5666111111
13489,"AT&T","6532 COUNTY ROAD 82 (86200)","Wedowee","RANDOLPH","AL",94.5,"GTOWER",33.4220555556,-85.5522777778
13488,"AT&T","449 Neely Rd (81836)","Ashland","CLAY","AL",147.8,"GTOWER",33.1758333333,-85.8911111111
13487,"AT&T","300 INDUSTRIAL DRIVE (36743)","Lincoln","TALLADEGA","AL",94.4,"LTOWER",33.6106666667,-86.1523888889
13486,"AT&T","192 County Rd 422 (70412)","HEFLIN","CLEBURNE","AL",123.4,"GTOWER",33.6433333333,-85.5023333333
13485,"AT&T","1082 Highway 281 (70416)","Heflin","CLEBURNE","AL",36.9,"GTOWER",33.6425,-85.6347222222
13484,"AT&T","268 HILLSIDE CIRCLE  (70421)","Childersburg","TALLADEGA","AL",79.5,"LTOWER",33.2486666667,-86.3535277778
13483,"AT&T","255 KRISTI LANE (79153)","SYLACAUGA","TALLADEGA","AL",56.6,"LTOWER",33.1994444444,-86.3011111111
14955,"AT&T","3686 MADKIN MOUNTAIN SERVICE ROAD (64475)","Redstone Arsenal","MADISON","AL",58.8,"LTOWER",34.6669166667,-86.6431944444
14956,"AT&T","6099 AL HIGHWAY 69 (64498)","Guntersville","MARSHALL","AL",97.5,"LTOWER",34.3595277778,-86.3884722222
14957,"AT&T","4820 BELLE TOWER (64497)","Mooresville","LIMESTONE","AL",60.9,"LTOWER",34.6251944444,-86.8977222222
14958,"AT&T","359 RACKING LN (64502)","Boaz","MARSHALL","AL",68.5,"GTOWER",34.178,-86.3017222222
14959,"AT&T","24458 HARDIMAN LANE (64493)","ELKMONT","LIMESTONE","AL",93.3,"LTOWER",34.9536666667,-86.8835833333
14960,"AT&T","1701 ANDERSON RIDGE RD (64486)","GRANT","MARSHALL","AL",60.7,"LTOWER",34.5284444444,-86.3073611111
14961,"AT&T","240 A FRANK HEREFORD ROAD (85603)","New Market","MADISON","AL",78.9,"LTOWER",34.8876388889,-86.4293055556
14962,"AT&T","16810 COUNTY ROAD #33 (64488)","ATHENS","LIMESTONE","AL",80.8,"GTOWER",34.8024166667,-87.0902222222
17467,"AT&T","2203 DILLY HILL ROAD (108385)","MCKENZIE","BUTLER","AL",129.5,"GTOWER",31.55925,-86.85425
17468,"AT&T","1211 JASMINE HILL ROAD (108373)","GREENVILLE","BUTLER","AL",122.8,"GTOWER",31.9252777778,-86.5661111111
17469,"AT&T","220 East Boll Weevil Circle (108405)","ENTERPRISE","COFFEE","AL",98.4,"GTOWER",31.2985277778,-85.8278055556
17470,"AT&T","971 MANNINGHAM ROAD (70354)","GREENVILLE","BUTLER","AL",110,"GTOWER",31.83925,-86.65875
45776,"Verizon","Haleyville Site 895 First Ave S. (AL14031-A)","Haleyville","MARION","AL",106.7,"TOWER",34.21475,-87.638
45775,"Verizon","(Natural Bridge site) 733 Hwy 278","Haleyville","WINSTON","AL",94.5,"TOWER",34.0886666667,-87.6251666667
45774,"Verizon","(Kings Bluff site) 5879 Hwy 278","Haleyville","WINSTON","AL",94.5,"TOWER",34.1226388889,-87.5563611111
45773,"Verizon","901 4th Street SE","Red Bay","FRANKLIN","AL",80.8,"TOWER",34.4354166667,-88.1426388889
45772,"Verizon","GODSEY ROAD","DOUBLE SPRINGS","WINSTON","AL",89.6,"TOWER",34.1540833333,-87.3918055556
45771,"Verizon","901 Black Road","Sommerville","MORGAN","AL",94.4,"TOWER",34.4709166667,-86.8066666667
17471,"AT&T","262 Ferrite Lane (108377)","HARTFORD","GENEVA","AL",96,"LTOWER",31.1014722222,-85.6765277778
17472,"AT&T","4102 State Highway 54 (108384)","Kinston","GENEVA","AL",64.6,"GTOWER",31.0837777778,-86.1686388889
17474,"AT&T","4709 US Hwy 84 (108426)","RED LEVEL","COVINGTON","AL",128.6,"GTOWER",31.3820833333,-86.6320555556
17476,"AT&T","732 HIGHWAY 231 (109429)","BRUNDIDGE","COFFEE","AL",78.9,"LTOWER",31.6113611111,-85.7956944444
17477,"AT&T","328 Old Fadette Rd. (108381)","Slocomb","GENEVA","AL",78.6,"GTOWER",31.1219722222,-85.5298333333
17478,"AT&T","216 OLD MERIWEATHER TRAIL (108374)","Highland Home","CRENSHAW","AL",94.5,"LTOWER",31.9642222222,-86.3141666667
17479,"AT&T","14969 BRASWELL ROAD (108401)","ANDALUSIA","COVINGTON","AL",79.2,"GTOWER",31.2036111111,-86.4478611111
17480,"AT&T","5763 COUNTY ROAD 7714 DUP (108392)","TROY","PIKE","AL",128,"GTOWER",31.9584722222,-86.0065
15256,"Verizon","0.37 MILE W OF SR-165, 0.13 MILE E OF COUNTY HWY 43","SEALE","RUSSELL","AL",80.8,"TOWER",32.1906944444,-85.0475277778
17481,"AT&T","655 South Main (108403)","BRUNDIDGE","PIKE","AL",106.7,"LTOWER",31.7066388889,-85.8139166667
17482,"AT&T","432 Sunset Drive (120985)","Forest Home","BUTLER","AL",77.4,"LTOWER",31.8587222222,-86.8344722222
15251,"Verizon","INT CO RDS 22 & 65","HATCHECHUBBEE","RUSSELL","AL",128,"TOWER",32.3508333333,-85.2966666667
45770,"Verizon","Jan Street, North of","Oneonta","BLOUNT","AL",82.3,"TOWER",33.95925,-86.4700555556
45769,"Verizon","1202 Pitt Road","Blountsville","BLOUNT","AL",97.5,"TOWER",34.1443055556,-86.5085555556
45768,"Verizon","890 CO RD 74","GUIN","MARION","AL",131.1,"TOWER",34.0473055556,-87.89225
45767,"Verizon","596 FIRE TOWER RD","HAMILTON","MARION","AL",35.1,"TOWER",34.1123333333,-88.0244722222
45766,"Verizon","619 HUNTER RD.","ADDISON","CULLMAN","AL",77.7,"TOWER",34.2112777778,-87.1894444444
45765,"Verizon","2501 STATE HWY 253","WINFIELD","MARION","AL",106.7,"TOWER",33.9585277778,-87.8381944444
45764,"Verizon","1849 TANNER DRIVE, N.W.","CULLMAN","CULLMAN","AL",80.8,"TOWER",34.2002777778,-86.8761111111
45763,"Verizon",".6 MI W OF I65 .6 MI SSW OF I65 & SR36 JCT 1742 BYRD ROAD","HARTSELLE","MORGAN","AL",80.7,"TOWER",34.4233333333,-86.9005555556
45762,"Verizon","INTERSECTION OF VINE AND SYCAMORE 201 VINE STREET","DECATUR","MORGAN","AL",96.3,"TOWER",34.6138888889,-86.9883333333
45761,"Verizon","75 co RD 277","Court Land","LAWRENCE","AL",87.5,"TOWER",34.6211944444,-87.2633611111
45760,"Verizon","246 PARKER RD","MOULTON","LAWRENCE","AL",93.4,"TOWER",34.5102777778,-87.2833333333
45759,"Verizon","14187 HWY 43","RUSSELLVILLE","FRANKLIN","AL",93.4,"TOWER",34.5,-87.7213888889
45758,"Verizon","7334 Hwy 22","Spruce Pine","FRANKLIN","AL",97,"TOWER",34.4025833333,-87.7533611111
45757,"Verizon","4020 MOUNTAIN VALLEY ROAD","PRICEVILLE","MORGAN","AL",97.5,"TOWER",34.5305555556,-86.9102777778
45756,"Verizon","(Newburg) 13873 Country Road 81","Russellville","FRANKLIN","AL",60.7,"LTOWER",34.4458333333,-87.5827777778
45755,"Verizon","TRINITY MOUNTAIN","TRINITY","MORGAN","AL",121.9,"TOWER",34.5808333333,-87.0963888889
45754,"Verizon","FAULKVILLE; 23317 US HWY 31","FAULKVILLE","CULLMAN","AL",76,"TOWER",34.2963888889,-86.9005555556
45753,"Verizon","HANCEVILLE; 2715 COUNTY ROAD #587","HANCEVILLE","CULLMAN","AL",111,"TOWER",34.2377777778,-86.8475
45752,"Verizon","HAYDEN; 944 HIGH POINT DRIVE","HAYDEN","BLOUNT","AL",91.1,"TOWER",33.8866666667,-86.8586111111
10467,"AT&T","5706 PEEKS HILL ROAD (67626)","Ohatchee","CALHOUN","AL",77.7,"LTOWER",33.84875,-85.9208888889
10466,"AT&T","780 MOUNTAIN VIEW DRIVE (67623)","PIEDMONT","CALHOUN","AL",59.1,"LTOWER",33.9075277778,-85.6169444444
10465,"AT&T","2160 MARTIN LUTHER KING DR (67628)","OXFORD","CALHOUN","AL",51.5,"LTOWER",33.6201388889,-85.8731944444
10464,"AT&T","660 Aarons Way (79101)","ANNISTON","CALHOUN","AL",61.3,"LTOWER",33.6818333333,-85.8158888889
10199,"AT&T","1162 CO Highway 345  (105164)","Hackleburg","MARION","AL",93.3,"GTOWER",34.2765555556,-87.8483611111
10198,"AT&T","9825 Bankhead Highway (70378)","Winfield","MARION","AL",78.6,"GTOWER",33.9436388889,-87.6505555556
10197,"AT&T","155  FAWN GROVE ROAD (70393)","WINFIELD","MARION","AL",77.4,"LTOWER",33.9278611111,-87.7835555556
10196,"AT&T","1869 CR 41 (70390)","ARLEY","WINSTON","AL",102.4,"GTOWER",34.0125833333,-87.2152222222
10194,"AT&T","210 Gin Street   (103862)","Bear Creek","MARION","AL",93,"LTOWER",34.2726666667,-87.6994722222
10193,"AT&T","9825 COUNTY ROAD 41 (70389)","Arley","WINSTON","AL",88.7,"LTOWER",34.119,-87.2013611111
10192,"AT&T","619 HUNTER RD. (70377)","ADDISON","WINSTON","AL",77.7,"GTOWER",34.2112777778,-87.1894722222
10191,"AT&T","198 TOWER LANE (79149)","HAMILTON","MARION","AL",79.2,"LTOWER",34.0822777778,-87.9756111111
10190,"AT&T","39591 HIGHWAY 195 (70375)","Haleyville","WINSTON","AL",87.8,"LTOWER",34.2224166667,-87.5913333333
10189,"AT&T","43 Cagle Road (70376)","DOUBLE SPRINGS","WINSTON","AL",86.9,"LTOWER",34.1540277778,-87.3916944444
10177,"AT&T","132 WINDY HILL CIR (79111)","RAINBOW CITY","ETOWAH","AL",39.3,"LTOWER",33.9186111111,-86.0830555556
10176,"AT&T","150 BOUTWELL ROAD (69921)","GADSDEN","ETOWAH","AL",97.5,"LTOWER",34.1279722222,-86.1176111111
10175,"AT&T","560 WHITES CHAPEL ROAD (69920)","GADSDEN","ETOWAH","AL",81.3,"LTOWER",34.06175,-85.9248055556
10174,"AT&T","661 CANNON GAP RD (69919)","Gadsden","ETOWAH","AL",78.9,"LTOWER",33.9641666667,-85.7911388889
10169,"AT&T","870 County Rd 368   (99933)","Section","JACKSON","AL",103.3,"GTOWER",34.5679444444,-85.9173333333
10168,"AT&T","2445 County Rd 326   (99925)","FLAT ROCK","JACKSON","AL",93,"GTOWER",34.7778055556,-85.6623055556
10167,"AT&T","1183 Hwy 79   (70401)","Scottsboro","JACKSON","AL",111.3,"GTOWER",34.5492777778,-86.1460833333
10166,"AT&T","165 County Rd 266   (99924)","BRYANT","JACKSON","AL",82,"GTOWER",34.9407222222,-85.6582777778
10164,"AT&T","128 County Rd. 240   (64484)","Gurley","JACKSON","AL",60,"LTOWER",34.6676388889,-86.3417222222
10163,"AT&T","2064 COUNTY ROAD 96   (70398)","Stevenson","JACKSON","AL",56.6,"LTOWER",34.8761666667,-85.7842222222
10155,"AT&T","1832 AL State Hwy. 14 (110374)","Greensboro","HALE","AL",106.1,"GTOWER",32.6859722222,-87.5007777778
10154,"AT&T","543 A Tiger Road   (79151)","Greensboro","HALE","AL",95.1,"LTOWER",32.7212222222,-87.5868055556
10153,"AT&T","1573 Hargrove Road   (110264)","Aliceville","SUMTER","AL",79.2,"LTOWER",32.9596111111,-88.2331944444
10152,"AT&T","801 McNees Crossing Road  (83312)","Vernon","LAMAR","AL",60,"LTOWER",33.7553888889,-88.1857777778
10151,"AT&T","561 TERRACE TRACE   (81601)","Moundville","HALE","AL",106.4,"GTOWER",32.9115277778,-87.6320555556
10150,"AT&T","686 Sandy Springs Road   (70410)","Gordo","PICKENS","AL",110,"GTOWER",33.2935833333,-87.8525833333
10149,"AT&T","2409 County Road 30   (66720)","Ethelsville","PICKENS","AL",78,"LTOWER",33.4701944444,-88.2454722222
10148,"AT&T","6620 HWY 18 EAST   (86392)","FAYETTE","FAYETTE","AL",105.5,"GTOWER",33.6923611111,-87.7229444444
10147,"AT&T","21672 HIGHWAY 17   (70408)","CARROLTON","PICKENS","AL",343.2,"GTOWER",33.2186388889,-88.0964444444
10146,"AT&T","9041 CR 26 S.   (66718)","BANKSTON","FAYETTE","AL",106.1,"GTOWER",33.6251388889,-87.6698888889
10145,"AT&T","1313 Mt. Hebron Road   (83281)","Beaverton","LAMAR","AL",92.7,"GTOWER",33.9307777778,-88.0794444444
10144,"AT&T","ROUTE 1, BOX 251   (70406)","Aliceville","PICKENS","AL",89.9,"GTOWER",33.0512777778,-88.2636111111
10142,"AT&T","110 HAYES ROAD   (70407)","York","SUMTER","AL",105.8,"GTOWER",32.495,-88.31725
10141,"AT&T","23175 US HIGHWAY 11   (70404)","Livingston","SUMTER","AL",122.8,"GTOWER",32.6634444444,-88.1680833333
10125,"AT&T","142 PAT'S DRIVE (60299)","ASHVILLE","ST. CLAIR","AL",59.1,"LTOWER",33.8270833333,-86.2454166667
10124,"AT&T","67 FIRE TOWER RD #6 (78908)","CORDOVA","WALKER","AL",85.6,"GTOWER",33.8072222222,-87.1143055556
10123,"AT&T","475 DEERMANS CHAPEL ROAD (36742)","Steele","ST. CLAIR","AL",106.7,"GTOWER",33.9075,-86.2288611111
10122,"AT&T","134 Walnut Street (83860)","Ragland","ST. CLAIR","AL",79.2,"LTOWER",33.7211666667,-86.1572777778
10121,"AT&T","1273 MARIGOLD ROAD (78921)","JASPER","WALKER","AL",89.3,"GTOWER",33.9448611111,-87.3295277778
10120,"AT&T","150 HUMMINGBIRD LANE (60301)","QUINTON","WALKER","AL",59.1,"LTOWER",33.6344444444,-87.1694166667
10119,"AT&T","300 HIGHWAY 222 (60343)","MONTEVALLO","SHELBY","AL",123.4,"GTOWER",33.119,-86.8136388889
10118,"AT&T","7279 WILLIAM HOWTONS ROAD (60300)","MULGA","JEFFERSON","AL",58.8,"LTOWER",33.5361944444,-87.0852222222
10117,"AT&T","1218 OLD HIGHWAY 78 (60270)","Carbon Hill","WALKER","AL",89,"GTOWER",33.9091944444,-87.5628888889
10116,"AT&T","699 HILL TOP ROAD (60266)","WARRIOR","JEFFERSON","AL",89,"LTOWER",33.80225,-86.8346388889
10115,"AT&T","340 WESTOVER ROAD (60273)","Harpersville","SHELBY","AL",60.7,"LTOWER",33.3591666667,-86.4808333333
10114,"AT&T","1160 TOWER RD (60264)","SPRINGVILLE","ST. CLAIR","AL",89,"LTOWER",33.7709444444,-86.4496944444
10113,"AT&T","104 SHELL LANE (60263)","PELL CITY","ST. CLAIR","AL",81.1,"LTOWER",33.61375,-86.2623888889
10112,"AT&T","6951 MCASHAN DRIVE (78919)","MCCALLA","JEFFERSON","AL",128,"LTOWER",33.3188055556,-87.0441944444
10111,"AT&T","23917 ROUTE 25 NORTH (78916)","Columbiana","SHELBY","AL",105.2,"LTOWER",33.2079722222,-86.5779444444
14261,"AT&T","1100 CHAUMOUT AVE. (36998)","DAUPHIN ISLAND","MOBILE","AL",35.7,"MTOWER",30.2568055556,-88.1151944444
14260,"AT&T","AHN 750 HIGHWAY 43   (37038)","MCINTOSH","WASHINGTON","AL",96,"GTOWER",31.2870277778,-88.0305555556
14258,"AT&T","25440 PATTERSON ROAD   (62954)","ROBERTSDALE","BALDWIN","AL",93,"GTOWER",30.6173333333,-87.5910555556
14257,"AT&T","60 STA-FAST ROAD   (86209)","URIAH","MONROE","AL",96,"GTOWER",31.299,-87.5023888889
14256,"AT&T","69 AHN JOHN JOHNSTON RD  (70449)","MCINTOSH","WASHINGTON","AL",61,"LTOWER",31.2475,-88.0959722222
38260,"AT&T","836 MULBERRY AVENUE (70382)","RUSSELLVILLE","FRANKLIN","AL",93.6,"GTOWER",34.5361111111,-87.7202777778
38261,"AT&T","8555 COUNTY ROAD 22 (70383)","SPRUCE PINE","FRANKLIN","AL",97.5,"GTOWER",34.3975,-87.7377777778
38262,"AT&T","9363 COUNTY ROAD 214 (70387)","Trinity","LAWRENCE","AL",111.3,"GTOWER",34.5565,-87.12675
38263,"AT&T","15307 COUNTY ROAD 400 (36758)","HILLSBORO","LAWRENCE","AL",80.8,"GTOWER",34.6571944444,-87.1585277778
38264,"AT&T","HIGHWAY 101 (86389)","TOWN CREEK","LAWRENCE","AL",114.9,"LTOWER",34.7302777778,-87.4069166667
38265,"AT&T","772 HIGHWAY 424 (86203)","Russellville","FRANKLIN","AL",100.6,"GTOWER",34.4841388889,-87.9599166667
38266,"AT&T","2000 COUNTY ROAD 46 (83760)","Town Creek","LAWRENCE","AL",110.3,"GTOWER",34.5107222222,-87.4448055556
38267,"AT&T","903 BEAR CHASE LANE (70385)","Red Bay","FRANKLIN","AL",80.8,"LTOWER",34.4354166667,-88.1426388889
38268,"AT&T","5720 COUNTY ROAD 81 (64512)","Danville","LAWRENCE","AL",110.6,"GTOWER",34.4062777778,-87.1630277778
20396,"Verizon","8450 SPICE POND ROAD","MOBILE","MOBILE","AL",122.8,"TOWER",30.8329722222,-88.2416666667
20398,"Verizon","Gulf Shores Cell Site - 23200 WOLFBAY DR","FOLEY","BALDWIN","AL",126.5,"TOWER",30.34775,-87.6286944444
20399,"Verizon","7951 15TH STREET","IRVINGTON","MOBILE","AL",90.8,"TOWER",30.5046388889,-88.2288888889
20401,"Verizon","31557 U.S. HIGHWAY 90","SEMINOLE","BALDWIN","AL",90.8,"TOWER",30.5215833333,-87.4871944444
20403,"Verizon","13370-B EZELL ROAD","Grand Bay","MOBILE","AL",90.8,"TOWER",30.4963055556,-88.3586111111
20405,"Verizon","0.9 MILE SOUTH-SOUTHWEST OF INTERSECTION I-10 OF INTERSTATE 10 & HIGHWAY 87","Taylor's Camps","BALDWIN","AL",90.8,"TOWER",30.5889444444,-87.5610833333
20407,"Verizon","1000 FEET SW OF INTERSECTION OF TWIN BEACH ROAD & SECTION STREET","FAIRHOPE","BALDWIN","AL",76.8,"TOWER",30.5004722222,-87.9055277778
20410,"Verizon","17005 HWY. 43 (CHASTANG)","MT. VERNON","MOBILE","AL",97.5,"TOWER",31.0451666667,-88.0255555556
9039,"AT&T","60 STA-FAST ROAD (86209)","URIAH","MONROE","AL",96,"GTOWER",31.299,-87.5023888889
9037,"AT&T","AHN 750 HIGHWAY 43 (37038)","McINTOSH","WASHINGTON","AL",96,"GTOWER",31.2870277778,-88.0305555556
9036,"AT&T","593 Phillips Road  (78972)","Flomaton","ESCAMBIA","AL",77.1,"GTOWER",31.0277777778,-87.2431388889
9033,"AT&T","HIGHWAY 17 1 MILE NORTH OF US 45 (70450)","DEER PARK","WASHINGTON","AL",96.6,"GTOWER",31.2521944444,-88.3049722222
9032,"AT&T","34214 US HIGHWAY 43 (70453)","Thomasville","CLARKE","AL",49.7,"MTOWER",31.9385833333,-87.7358055556
9031,"AT&T","4694 Coon Trail Road (70454)","Tunnel Springs","MONROE","AL",84.4,"GTOWER",31.6269166667,-87.2039444444
9030,"AT&T","6550 HIGHWAY 43 (70448)","JACKSON","CLARKE","AL",153.3,"GTOWER",31.5753333333,-87.8861388889
9029,"AT&T","4.4 MILES SOUTHWEST OF MILE MARKER 98 OF (70452)","THOMASVILLE","CLARKE","AL",153.9,"GTOWER",31.8954166667,-87.7801111111
9028,"AT&T","2050 KIRKLAND ROAD (70443)","Brewton","ESCAMBIA","AL",96,"GTOWER",31.1404722222,-87.04475
9027,"AT&T","144 DALE DRIVE (70440)","ATMORE","ESCAMBIA","AL",128.6,"GTOWER",31.0971111111,-87.4924166667
9026,"AT&T","69 AHN JOHN JOHNSTON ROAD (70449)","MCINTOSH","WASHINGTON","AL",61,"LTOWER",31.2475,-88.0959722222
9025,"AT&T","OWASSA ROAD (70445)","EVERGREEN","CONECUH","AL",154.2,"GTOWER",31.4764166667,-86.9396388889
20412,"Verizon","Dauphin Island Cell Site - 1200 FT NNW INT SR163 & BIENVILLE RD","DAUPHIN ISLAND","MOBILE","AL",33.8,"TOWER",30.2569444444,-88.1141666667
20413,"Verizon","Ft. Morgan Cell Site - 908 Veterans Rd.-South of Hwy 180 and Veterans Rd. Jct","Fort Morgan","BALDWIN","AL",84.4,"TOWER",30.2373888889,-87.867
45845,"Verizon","Off County Rt 22, approximately 1 mile S of intersection of Routes 147 & 431","Opelika","CHAMBERS","AL",320,"TOWER",32.7584722222,-85.4724444444
45846,"Verizon","Section 32 T22N 23E Tallapoosa","Dadeville","TALLAPOOSA","AL",80.8,"TOWER",32.8490277778,-85.7696944444
45848,"Verizon","Off State Rt 22, approximately 1 mile NW of intersection with Route 63","Alexander City","TALLAPOOSA","AL",104.5,"TOWER",32.9491666667,-85.9375
45850,"Verizon","Box 2 Shores Dr.","Jacksons Gap","TALLAPOOSA","AL",80.8,"TOWER",32.7811111111,-85.9346944444
45852,"Verizon","RT 2 BOX 275 / OLD BOWDEN RD","HEFLIN","CLEBURNE","AL",126.8,"TOWER",33.6442777778,-85.5018888889
45853,"Verizon","357-A Highway 280","Mt. Olive","COOSA","AL",80.8,"TOWER",33.0731666667,-86.1683055556
45855,"Verizon","16856 CO. RD. 49","LEBANON","CLEBURNE","AL",80.8,"TOWER",33.6723333333,-85.3707777778
45856,"Verizon","(Rockford site) 235 Hwy 22","ROCKFORD","COOSA","AL",86.3,"TOWER",32.8958333333,-86.1702777778
45857,"Verizon","202 Carter Hill RD","Talladega","TALLADEGA","AL",97.5,"TOWER",33.4539166667,-86.0586944444
45858,"Verizon","End of Lamar Street","Roanoke","RANDOLPH","AL",121.9,"TOWER",33.1669444444,-85.3610277778
45859,"Verizon","20615 Goldville Road,  Hwy 49","Daviston","TALLAPOOSA","AL",97.5,"TOWER",33.0906944444,-85.7811666667
45860,"Verizon","964 Bradford Road","Lineville","CLAY","AL",97.5,"TOWER",33.3269166667,-85.6918333333
45861,"Verizon","4.8 km east of US Hwy 431","Wedowee","RANDOLPH","AL",97.5,"TOWER",33.3487777778,-85.4821666667
45862,"Verizon","Stillwater, 8712  Hwy 49 South  (Walnut Creek / 028191)","Dadeville","TALLAPOOSA","AL",94.5,"TOWER",32.7190555556,-85.7863055556
